/**************************************************************************
 *** Layout File                                                        ***
 ***                                                                    ***
 *** This file is designed to provide the necessary information so      ***
 *** that NCES survey response data may be used in other statistical    ***
 *** software packages. This file provides variable names, locations,   ***
 *** and short descriptions for all selected variables. Additionally,   ***
 *** for categorical variables, this file also contains the response    ***
 *** codes and value label descriptions.                                ***
 ***                                                                    ***
 *** Full sample weights, replicate weights, and identification         ***
 *** numbers are added automatically to the list of variables selected  ***
 *** by the EDAT and are included here.                                 ***
 *************************************************************************/

/* ASCII Dataset File Name */
els_02_12_byf1sch

/* Total Record Length */
3561

/* Variable Names, Locations, and Descriptions */
SCH_ID         73-76         School ID
F1A11H         830-831       Potential for dropout used to decide enrollment in vocational program
F1A11I         832-833       Lottery/random choice used to decide enrollment in vocational program
F1A12A         834-835       # of occupational courses defines vocational/technical completers
F1A12B         836-837       Specific academic coursework defines vocational/technical completers
F1A12C         838-839       District/state assessment defines vocational/technical completers
F1A12D         840-841       Industry-recognized credential defines vocational/technical completers
F1A13A         842-843       Vocational interest/ability assessments are available
F1A13B         844-845       Job placement services are available
F1A13C         846-847       Career days/job fairs are available
F1A13D         848-849       Career/employment readiness workshops are available
F1A13E         850-851       School-arranged interviews with employers are available
F1A13F         852-853       Selection of career major/pathways are available
F1A14          854-855       Class of 2004 must pass a test for high school diploma
F1A15A         856-857       Math is on grade 12 competency test
F1A15B         858-859       Science is on grade 12 competency test
F1A15C         860-861       Reading is on grade 12 competency test
F1A15D         862-863       Composition/writing is on grade 12 competency test
F1A15E         864-865       History/civics/social studies is on grade 12 competency test
F1A15F         866-867       Computer skills are on grade 12 competency test
F1A16          868-870       % fail competency test on first attempt
F1A17A         871-872       Retake competency test if failed
F1A17B         873-874       Take remedial class if fail competency test
F1A17C         875-876       Complete competency test preparation class if fail
F1A17D         877-878       Tutoring/individualized academic program if fail competency test
F1A17E         879-880       Summer school if fail competency test
F1A17F         881-882       Referred to alternative/continuing ed school if fail competency test
F1A18A         883-885       % 12th graders in general high school program
F1A18B         886-888       % 12th graders in college prep/specialized academic program
F1A18C         889-891       % 12th graders in voc/tech/business program
F1A19A         892-893       % of 2003 graduates went to 4-year colleges
F1A19B         894-895       % of 2003 graduates went to 2-year colleges/vocational school
F1A19C         896-897       % of 2003 graduates entered labor market or military
F1A19D         898-899       % of 2003 graduates did something else
F1A20A         900-901       % of 12th graders attend college application programs
F1A20B         902-903       % of 12th graders attend programs on financial aid
F1A20C         904-905       % of 12th graders attend school SAT/ACT courses
F1A20D         906-907       % of 12th graders attend college fairs
F1A20E         908-909       % of 12th graders attend meetings with college representative
F1A20F         910-911       % of 12th graders participate in Talent Search
F1A20G         912-913       % of 12th graders participate in Upward Bound
F1A20H         914-915       % of 12th graders in other program for minority/disadvantaged
F1A21A         916-917       Vocational counseling/services/programs offered
F1A21B         918-919       Home visits by teachers offered
F1A21C         920-921       Peer tutoring offered
F1A21D         922-923       School-sponsored community service offered
F1A21E         924-925       Individual/family psychological counseling offered
F1A21F         926-927       Programs for pregnant girls/teenage mothers offered
F1A22B         928-930       % of student body is LEP or non-English proficient
F1A22C         931-933       % of student body receives special education services
F1A22D         934-936       % of student body in alternative program
F1A22E         937-939       % of student body in dropout prevention program
F1A22F         940-942       % of student body in Advanced Placement courses
F1A22G         943-945       % of student body in International Baccalaureate program
F1A23          946-947       School has dropout prevention program
F1A24A         948-949       Dropout prevention is recommended on basis of absentee record
F1A24B         950-951       Dropout prevention is recommended on basis of academic performance
F1A24C         952-953       Dropout prevention is recommended on basis of teacher referral
F1A24D         954-955       Dropout prevention is recommended on basis of counselor referral
F1A24E         956-957       Dropout prevention is recommended on basis of parental request
F1A24F         958-959       Dropout prevention is recommended on basis of student request
F1A24G         960-961       Dropout prevention is recommended on basis of disciplinary problems
F1A25A         962-963       Dropout prevention offers special instructional programs
F1A25B         964-965       Dropout prevention offers focus on vocational/technical education
F1A25C         966-967       Dropout prevention offers individual/group counseling
F1A25D         968-969       Dropout prevention offers health care
F1A25E         970-971       Dropout prevention offers incentives for better attendance/performance
F1A25F         972-973       Dropout prevention offers close monitoring of attendance/performance
F1A25G         974-975       Dropout prevention offers childcare/nurseries for student's children
F1A25H         976-977       Dropout prevention offers cultural interaction
F1A25I         978-979       Dropout prevention offers anger management
F1A27          980-982       # of part-time teachers
F1A28          983-985       # of full-time teachers left at end of 2002-2003 school year
F1A29AP        986-987       # of full-time teachers have less than Bachelor's degree (public)
F1A29BP        988-989       # of full-time teachers with highest degree of Bachelor's (Public)
F1A29CP        990-991       # of full-time teachers whose highest degree is Master's
F1A29DP        992-993       # of full-time teachers with highest degree of EdD or PhD
F1A29EP        994-995       # of full-time teachers whose highest degree is unknown
F1A30          996-998       # of full-time library media resource center staff members
F1A31          999-1000      # of part-time library media resource center staff members
F1A32A         1001-1003     % of full-time teachers are Hispanic
F1A32B         1004-1006     % of full-time teachers for whom Hispanic ethnicity is unknown
F1A33A         1007-1009     % of full-time teachers are White
F1A33B         1010-1012     % of full-time teachers are Black/African American
F1A33C         1013-1015     % of full-time teachers are Asian
F1A33D         1016-1018     % of full-time teachers are Native Hawaiian/Pacific Islander
F1A33E         1019-1021     % of full-time teachers are American Indian/Alaskan Native
F1A33F         1022-1024     % of full-time teachers for whom race is unknown
F1A34A         1025-1027     % of full-time teachers have state/advanced professional certificate
F1A34B         1028-1030     % of full-time teachers have probationary certificate
